Offset(V)     Pid     Handle     Access Type             Details
0xe1936a78    200      0x19c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81882968    200      0x1a0   0x1f0003 Event            
0xe1936a10    200      0x1a4    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81882938    200      0x1a8   0x1f0003 Event            
0xe1f22fb8    200      0x1ac    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81882908    200      0x1b0   0x1f0003 Event            
0xe1f22f50    200      0x1b4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x818828d8    200      0x1b8   0x1f0003 Event            
0xe1f22ee8    200      0x1bc       0x10 Key              USER
0x81806348    200      0x1c0   0x1f0003 Event            
0xe1f22e80    200      0x1c4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81806318    200      0x1c8   0x1f0003 Event            
0xe1e8a990    200      0x1cc    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x818062e8    200      0x1d0   0x1f0003 Event            
0xe1f22e18    200      0x1d4    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x818062b8    200      0x1d8   0x1f0003 Event            
0xe17cc2b0    200      0x1dc   0x1f0001 Port             
0x81881c38    200      0x1e0   0x1f0003 Event            
0xe1581d98    200      0x1e4   0x1f0001 Port             OLEBECB0BA86EB4474A90B9C6D529BF
0xe15fa858    200      0x1e8  0x20f003f Key              MACHINE\SOFTWARE\CLASSES
0x813243c8    200      0x1ec   0x1f03ff Thread           TID 524 PID 200
0x81662430    200      0x1f0   0x1f0003 Event            
0x815c6aa0    200      0x1f8   0x1f0003 Event            
0xe192aca8    200      0x1fc   0x1f0001 Port             
0x817a9220    200      0x200   0x1f0003 Event            
0x81323b30    200      0x204   0x1f03ff Thread           TID 532 PID 200
0xe1c6a0c8    200      0x208  0x20f003f Key              USER\.DEFAULT
0xe17ebbd8    200      0x20c   0x1f0001 Port             
0x818a8b60    200      0x210   0x1f0003 Event            
0x81884ff0    200      0x214   0x1f0003 Event            
0x8131e2b8    200      0x218   0x1f0003 Event            
0x8167ae00    200      0x21c   0x1f0003 Event            
0x812a1428    200      0x220   0x1f0001 Mutant           
0x81297520    200      0x224   0x1200a0 File             \Device\Tcp
0x812bf340    200      0x228   0x1f0001 Mutant           
0x8190a308    200      0x22c   0x1f0003 Event            
0x812bf190    200      0x230   0x1f0001 Mutant           
0x81979690    200      0x234   0x1f0003 Event            
0x81624ab8    200      0x238   0x1f0003 Event            crypt32LogoffEvent
0x812d4e58    200      0x23c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe1940e68    200      0x240    0xf0007 Section          AtlDebugAllocator_FileMappingNameStatic3_c8
0xe1940e68    200      0x244    0xf0007 Section          AtlDebugAllocator_FileMappingNameStatic3_c8
0x815c8730    200      0x248   0x12019f File             \Device\WMIDataDevice
0x816631e8    200      0x24c   0x1f0003 Event            
0x812b1488    200      0x250      0xa84 WmiGuid          
0x8161d1b8    200      0x254   0x12019f File             \Device\WMIDataDevice
0x819cfa00    200      0x258   0x1f0003 Event            
0x81336638    200      0x25c   0x1f0fff Process          vmtoolsd.exe(200)
0x81470de8    200      0x260   0x1f0003 Event            
0x8190a2d8    200      0x264   0x1f0003 Event            
0x8136a810    200      0x268   0x1f0003 Event            
0x81301178    200      0x26c   0x100003 Event            
0x81318cf0    200      0x270      0xa84 WmiGuid          
0x812bb9f8    200      0x274   0x1f0003 Event            
0x8129e3b8    200      0x278   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x812e72a8    200      0x27c   0x100003 Semaphore        
0x812fda88    200      0x280   0x100003 Semaphore        
0xe17cf910    200      0x284    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81791498    200      0x288   0x1f0003 Event            DINPUTWINMM
0x812bbdc0    200      0x28c   0x1f0001 Mutant           
0x81715d30    200      0x290   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x8153cac8    200      0x294   0x100000 Mutant           RasPbFile
0x814ca0a0    200      0x298   0x1f0003 Event            
0x81884128    200      0x29c   0x1f0003 Event            
0x8193c560    200      0x2a0   0x1f0003 Event            
0xe1c5afb8    200      0x2a4    0x2001f Key              USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x818030e0    200      0x2a8      0xa84 WmiGuid          
0x813a4168    200      0x2ac      0xa84 WmiGuid          
0x812bfa68    200      0x2b0   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe1940e68    200      0x2b4    0xf0007 Section          AtlDebugAllocator_FileMappingNameStatic3_c8
0x812980f8    200      0x2b8   0x1f0003 Event            
0x8153a6b8    200      0x2bc  0x21f0003 Semaphore        
0x812bde38    200      0x2c0      0xa84 WmiGuid          
0x812d8408    200      0x2c4   0x1f0003 Event            
0x813312b0    200      0x2c8   0x1f03ff Thread           TID 240 PID 200
0xe17d98a8    200      0x2cc    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\PERFLIB
0x812d69b0    200      0x2d0   0x1f0001 Mutant           
0x812fde30    200      0x2d4   0x1f0003 Event            
0x812ae0e8    200      0x2d8   0x13019f File             \Device\HarddiskVolume1\WINDOWS\Temp\Perflib_Perfdata_c8.dat
0xe17828f0    200      0x2dc    0xf0007 Section          Perflib_Perfdata_c8
0x812da860    200      0x2e0   0x1f0003 Event            
0x812f50a8    200      0x2e4   0x1f0003 Event            
0xe1c90768    200      0x2e8    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\CONTENTFILTER\PERFORMANCE
0x818f3030    200      0x2ec   0x1f0001 Mutant           ContentFilter_Perf_Library_Lock_PID_c8
0xe18dffb8    200      0x2f0    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\CONTENTINDEX\PERFORMANCE
0x8167c1d8    200      0x2f4   0x1f0001 Mutant           ContentIndex_Perf_Library_Lock_PID_c8
0xe1d0c9c0    200      0x2f8    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\ISAPISEARCH\PERFORMANCE
0x8172e760    200      0x2fc   0x1f0001 Mutant           ISAPISearch_Perf_Library_Lock_PID_c8
0xe18356d0    200      0x300    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\MSDTC\PERFORMANCE
0x812e5ed8    200      0x304   0x1f0001 Mutant           MSDTC_Perf_Library_Lock_PID_c8
0xe1d01b20    200      0x308    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFDISK\PERFORMANCE
0x81308578    200      0x30c   0x1f0001 Mutant           PerfDisk_Perf_Library_Lock_PID_c8
0xe16e6888    200      0x310    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFNET\PERFORMANCE
0x8131c550    200      0x314   0x1f0001 Mutant           PerfNet_Perf_Library_Lock_PID_c8
0xe18a0238    200      0x318    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFOS\PERFORMANCE
0x8138a798    200      0x31c   0x1f0001 Mutant           PerfOS_Perf_Library_Lock_PID_c8
0xe1d17458    200      0x320    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFPROC\PERFORMANCE
0x81559958    200      0x324   0x1f0001 Mutant           PerfProc_Perf_Library_Lock_PID_c8
0xe18a7e98    200      0x328    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PSCHED\PERFORMANCE
0x8193ca30    200      0x32c   0x1f0001 Mutant           PSched_Perf_Library_Lock_PID_c8
0xe17c8938    200      0x330    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\REMOTEACCESS\PERFORMANCE
0x812d9d38    200      0x334   0x1f0001 Mutant           RemoteAccess_Perf_Library_Lock_PID_c8
0xe18933a0    200      0x338    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\RSVP\PERFORMANCE
0x81324de0    200      0x33c   0x1f0001 Mutant           RSVP_Perf_Library_Lock_PID_c8
0xe18b7de0    200      0x340    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\SPOOLER\PERFORMANCE
0x812ca6b8    200      0x344   0x1f0001 Mutant           Spooler_Perf_Library_Lock_PID_c8
0xe1810e28    200      0x348    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TAPISRV\PERFORMANCE
0x81294e28    200      0x34c   0x1f0001 Mutant           TapiSrv_Perf_Library_Lock_PID_c8
0xe18316f8    200      0x350    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PERFORMANCE
0x818a4e10    200      0x354   0x1f0001 Mutant           Tcpip_Perf_Library_Lock_PID_c8
0xe172e1d0    200      0x358    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TERMSERVICE\PERFORMANCE
0x8180a9e8    200      0x35c   0x1f0001 Mutant           TermService_Perf_Library_Lock_PID_c8
0xe1c5a358    200      0x360    0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WMIAPRPL\PERFORMANCE
0x8191cc80    200      0x364   0x1f0001 Mutant           WmiApRpl_Perf_Library_Lock_PID_c8
0x812d3ba8    200      0x368   0x1f0001 Mutant           
0x813044e8    200      0x36c   0x1f03ff Thread           TID 3868 PID 200
0x812f5078    200      0x370   0x1f0003 Event            
0x8154d470    200      0x374   0x1f0003 Semaphore        
0x81315648    200      0x378   0x1f0001 Mutant           
0xe10727d0    200      0x37c    0xf0007 Section          
0x816588a8    200      0x380    0x20001 WmiGuid          
0x817f4648    200      0x384   0x1f0003 Event            
0x818e6f18    200      0x388   0x1f0003 Event            
0xe1149d00    200      0x38c   0x1f0001 Port             
0x8165d378    200      0x390   0x100003 Event            
0xe134d1a0    200      0x394   0x1f0001 Port             
0x812e6e38    200      0x398  0x21f0003 Event            
0xe17a41a8    200      0x39c        0xc Token            
0x812a8900    200      0x3a0   0x1f0003 Event            
0x813222d0    200      0x3a4   0x12019f File             \Device\NamedPipe\lsarpc
0x812f59a8    200      0x3ac   0x1f0fff Process          cmd.exe(3128)
0x81303020    200      0x3b0   0x1f03ff Thread           TID 3132 PID 3128
0xe1000080    424        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8    424        0x8        0x3 Directory        KnownDlls
0x814a8e00    424        0xc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\system32
0x816146b8    424       0x10   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0xe15969c8    424       0x14    0xf000f Directory        Windows
0xe18adde8    424       0x18  0x21f0001 Port             
0x8179b368    424       0x1c   0x100003 Semaphore        
0x81881398    424       0x20   0x100003 Semaphore        
0xe18be728    424       0x24  0x20f003f Key              MACHINE
0x818edb48    424       0x28    0xf016e WindowStation    Service-0x0-3e7$
0x81881e30    424       0x2c  0x21f0003 Event            
0x818198f0    424       0x30    0xf00cf Desktop          Default
0x818edb48    424       0x34    0xf016e WindowStation    Service-0x0-3e7$
0xe164d468    424       0x38    0x2000f Directory        BaseNamedObjects
0x81724c80    424       0x3c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x81805a78    424       0x40   0x100001 File             \Device\KsecDD
0x8161e238    424       0x44   0x1f0003 Event            
0x81472188    424       0x48   0x1f0001 Mutant           
0x8161e208    424       0x4c   0x1f0003 Event            
0x818f71a8    424       0x50   0x1f0001 Mutant           
0x818f7178    424       0x54   0x1f0003 Event            
0x81472148    424       0x58   0x1f0001 Mutant           
0xe18bed70    424       0x5c    0x20019 Key              MACHINE\SOFTWARE\VMWARE, INC.\VMWARE TOOLS\VMUPGRADEHELPER
0x81881f40    424       0x60   0x1f0003 Event            
0x81675150    424       0x64   0x1f0003 Event            
0x818f7378    424       0x68   0x1f0003 Event            
0x818f7348    424       0x6c   0x1f0003 Event            
0x818f7318    424       0x70   0x1f0003 Event            
0x813292a8    424       0x74   0x1f03ff Thread           TID 428 PID 424
0xe18a7f68    424       0x78   0x1f0001 Port             
0x818f7250    424       0x7c   0x1f0003 Event            
0x816749a0    424       0x80   0x1f0003 IoCompletion     
0x813368e0    424       0x84   0x12019f File             \Device\NamedPipe\net\NtControlPipe13
0x817a88e8    424       0x88   0x1f0003 IoCompletion     
0x816749a0    424       0x8c   0x1f0003 IoCompletion     
0xe15d0e10    424       0x90   0x1f0001 Port             
0x8138b2c0    424       0x94   0x1f0003 Event            
0x81674838    424       0x98   0x1f0003 Event            
0x813268b8    424       0x9c   0x1f03ff Thread           TID 816 PID 424
0x81643460    424       0xa0   0x1f0003 Event            
0x81643718    424       0xa4   0x1f0003 Event            
0xe18ad3e8    424       0xa8    0x2001f Key              MACHINE\SOFTWARE\VMWARE, INC.\VMWARE TOOLS\VMUPGRADEHELPER
0x81675e98    424       0xac   0x1f0001 Mutant           DBWinMutex
0x81804508    424       0xb0   0x1f0003 Event            
0xe1c34958    424       0xb4   0x1f0001 Port             
0xe1eff310    424       0xb8    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe180b7a0    424       0xbc    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81931250    424       0xc0   0x1f0003 Event            
0xe1873438    424       0xc4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81643758    424       0xc8   0x1f0003 Event            
0xe17ae498    424       0xcc       0x10 Key              USER
0x8165e8f0    424       0xd0   0x1f0003 Event            
0xe1d25860    424       0xd4    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81902860    424       0xd8   0x1f0003 Event            
0xe18ad380    424       0xdc       0x10 Key              USER
0x8131aaf8    424       0xe0   0x1f0003 Event            
0xe18ad318    424       0xe4    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x815aab90    424       0xe8   0x1f0003 Event            
0xe17e6388    424       0xec    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x815aab60    424       0xf0   0x1f0003 Event            
0xe17e6320    424       0xf4    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x8180b140    424       0xf8   0x1f0003 Event            
0xe17ea718    424       0xfc    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x8180b110    424      0x100   0x1f0003 Event            
0xe17ea6b0    424      0x104    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x818d7780    424      0x108   0x1f0003 Event            
0xe17ea648    424      0x10c       0x10 Key              USER
0x818d7750    424      0x110   0x1f0003 Event            
0xe17ea5e0    424      0x114    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x818aed40    424      0x118   0x1f0003 Event            
0xe17ea578    424      0x11c    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x818aed10    424      0x120   0x1f0003 Event            
0xe177e948    424      0x124    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81676ff0    424      0x128   0x1f0003 Event            
0xe177e8e0    424      0x12c  0x20f003f Key              MACHINE\SOFTWARE\CLASSES
0xe18625a0    424      0x130    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe156a9c0    424      0x134   0x1f0001 Port             OLE9F5185BC1CB54918AA215620E8F6
0x814aacb0    424      0x138   0x1f0001 Mutant           
0x81300af8    424      0x13c   0x1f0003 Event            
0x81613d48    424      0x140   0x1f0003 Event            
0x8131a5f0    424      0x144   0x1f03ff Thread           TID 888 PID 424
0xe17d7d78    424      0x148        0xc Token            
0x815b64b8    424      0x14c  0x21f0003 Event            
0x81683a00    424      0x150   0x1f0003 Event            
0xe1845918    424      0x154   0x1f0001 Port             
0x8165bd48    424      0x158   0x1f0003 Event            
0x814d9a18    424      0x15c   0x1f03ff Thread           TID 1004 PID 424
0x818840f8    424      0x160   0x1f0003 Event            
0xe1ec02e8    424      0x164    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe1cf2020    424      0x168   0x1f0001 Port             
0xe1561c80    424      0x16c   0x1f0001 Port             
0x812a9300    424      0x170   0x1f0003 Event            
0x81676fc0    424      0x174  0x21f0003 Event            
0x8160ae70    424      0x178   0x1f0003 Event            
0xe17538e8    424      0x17c    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe1842ee8    424      0x180    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe17efa30    424      0x184    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x8189db80    424      0x188   0x1f0003 Event            
0x81715020    424      0x18c   0x1f03ff Thread           TID 2672 PID 424
0xe1ce0348    424      0x1a8    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe1000080   2028        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe15b28e8   2028        0x8        0x3 Directory        KnownDlls
